,hgnc_symbol,Gene
6641,RP11-170J3.2,ENSG00000228657
6642,RP11-129O7.2,ENSG00000228667
6643,RP11-109A6.4,ENSG00000228671
6644,RP11-354E23.2,ENSG00000228673
6645,RP11-31E13.2,ENSG00000228683
6646,RP11-336A10.7,ENSG00000228685
6647,RP11-307B23.1,ENSG00000228690
6648,RP11-92J19.2,ENSG00000228694
6649,RP11-251A15.4,ENSG00000228701
6650,RP11-671E7.1,ENSG00000228702
6651,RP11-178G16.2,ENSG00000228726
6652,CTSLL5,ENSG00000228745
6653,RP13-39P12.3,ENSG00000228748
6654,EIF4BP2,ENSG00000228753
6655,RP11-534L6.3,ENSG00000228754
6656,PABPC1P8,ENSG00000228755
6657,RP11-251A15.1,ENSG00000228759
6658,RP11-129J12.1,ENSG00000228778
6659,RP11-253D19.1,ENSG00000228800
6660,RP11-479G22.5,ENSG00000228816
6661,RP11-162G10.1,ENSG00000228828
6662,RP11-90B22.2,ENSG00000228832
6663,RP11-565H13.3,ENSG00000228860
6664,RP11-463P17.3,ENSG00000228865
6665,CICP9,ENSG00000228882
6666,RP11-478K7.1,ENSG00000228938
6667,RP11-336A10.4,ENSG00000228951
6668,RP1-186E20.1,ENSG00000228997
6669,RP11-314J18.6,ENSG00000229001
6670,RP11-432J24.6,ENSG00000229081
6671,RP11-367H5.5,ENSG00000229097
6672,RP11-348G8.3,ENSG00000229098
6673,RP11-20J15.3,ENSG00000229116
6674,RP11-124N14.4,ENSG00000229124
6675,RP11-76P2.3,ENSG00000229130
6676,RP11-390B4.3,ENSG00000229190
6677,RP11-227H15.7,ENSG00000229197
6678,NCRNA00200,ENSG00000229205
6679,RP11-397O4.1,ENSG00000229206
6680,RP11-38L15.2,ENSG00000229227
6681,RP11-8L18.3,ENSG00000229235
6682,RP1-251M9.1,ENSG00000229240
6683,RP11-332O19.4,ENSG00000229256
6684,RP11-414H17.7,ENSG00000229260
6685,RP11-227H15.4,ENSG00000229261
6686,RP11-498J9.2,ENSG00000229272
6687,RP11-483F11.7,ENSG00000229278
6688,RP11-198M6.5,ENSG00000229304
6689,RP11-135A24.2,ENSG00000229327
6690,RP11-124L5.7,ENSG00000229404
6691,RP11-44D15.3,ENSG00000229417
6692,RP11-35J23.1,ENSG00000229418
6693,RP13-238F13.4,ENSG00000229455
6694,RP11-202D18.2,ENSG00000229458
6695,RP11-481A12.6,ENSG00000229464
6696,RP11-56I23.1,ENSG00000229466
6697,AL031601.3,ENSG00000229485
6698,RP11-90J7.2,ENSG00000229543
6699,NKX1-2,ENSG00000229544
6700,RP11-481G8.2,ENSG00000229569
6701,RP11-292F22.4,ENSG00000229577
6702,RP11-492M23.2,ENSG00000229605
6703,RP11-369J21.1,ENSG00000229616
6704,AL590080.2,ENSG00000229624
6705,RP11-302K17.4,ENSG00000229629
6706,RP11-124O11.2,ENSG00000229630
6707,NAMPTL,ENSG00000229644
6708,RP11-107I14.4,ENSG00000229649
6709,RP11-462L8.1,ENSG00000229656
6710,RP11-345K20.2,ENSG00000229659
6711,RP11-536K7.5,ENSG00000229664
6712,RP11-317F20.2,ENSG00000229668
6713,RP11-184A2.3,ENSG00000229672
6714,RP11-449O16.2,ENSG00000229711
6715,RP11-142M10.2,ENSG00000229751
6716,RP11-89C21.3,ENSG00000229763
6717,RP11-298H24.1,ENSG00000229775
6718,RP11-190J1.7,ENSG00000229793
6719,EMX2OS,ENSG00000229847
6720,RP11-363N22.2,ENSG00000229869
6721,RP11-507K13.6,ENSG00000229870
6722,RP11-479G22.7,ENSG00000229878
6723,TCEB1P3,ENSG00000229919
6724,RP11-38L15.6,ENSG00000229927
6725,RP11-215C7.2,ENSG00000229932
6726,RP11-96C23.10,ENSG00000229969
6727,RP11-215N21.1,ENSG00000229981
6728,RP11-479O17.5,ENSG00000229984
6729,RP11-574K11.8,ENSG00000229990
6730,CTSLL4,ENSG00000230011
6731,RP4-660B20.1,ENSG00000230014
6732,RP11-481H12.1,ENSG00000230018
6733,AL596137.1,ENSG00000230036
6734,RP11-369J21.5,ENSG00000230091
6735,RP11-34C15.2,ENSG00000230096
6736,RP11-462G8.3,ENSG00000230098
6737,RP11-275N1.1,ENSG00000230109
6738,RP11-56H7.2,ENSG00000230112
6739,RP11-385N23.1,ENSG00000230121
6740,EEF1A1P39,ENSG00000230125
6741,RP11-282I1.1,ENSG00000230131
6742,RP11-498J9.4,ENSG00000230139
6743,RP11-432B10.1,ENSG00000230151
6744,CTB-1144G6.5,ENSG00000230165
6745,RP11-526K21.2,ENSG00000230166
6746,RP11-369J21.7,ENSG00000230171
6747,RP11-508M1.8,ENSG00000230210
6748,RP11-316M21.5,ENSG00000230224
6749,RP11-90J7.4,ENSG00000230229
6750,RP11-241I20.1,ENSG00000230240
6751,RP11-253D19.2,ENSG00000230298
6752,RP11-122K13.8,ENSG00000230306
6753,RP3-323N1.2,ENSG00000230322
6754,RP11-466J14.3,ENSG00000230338
6755,RP11-192P3.3,ENSG00000230397
6756,RP11-90J7.3,ENSG00000230417
6757,AL022344.6,ENSG00000230425
6758,RP11-85G18.4,ENSG00000230445
6759,KIAA0664P5,ENSG00000230468
6760,RP11-242G20.2,ENSG00000230469
6761,RP11-360I20.2,ENSG00000230500
6762,RP11-432I13.1,ENSG00000230501
6763,RPL7AP8,ENSG00000230507
6764,RP11-472G21.2,ENSG00000230526
6765,RP11-297A16.2,ENSG00000230534
6766,RP11-481A12.2,ENSG00000230553
6767,RP11-517P14.2,ENSG00000230555
6768,ZNF32OS2,ENSG00000230565
6769,RP11-464C19.2,ENSG00000230573
6770,RP11-369F10.2,ENSG00000230575
6771,RP11-167P22.4,ENSG00000230609
6772,RP11-367H5.7,ENSG00000230620
6773,AL022345.1,ENSG00000230642
6774,RP11-104F15.7,ENSG00000230661
6775,RP11-444I9.3,ENSG00000230677
6776,RP11-14C22.6,ENSG00000230720
6777,RP11-343J3.7,ENSG00000230755
6778,RP11-342C24.8,ENSG00000230761
6779,AL161645.1,ENSG00000230786
6780,RP11-309P22.1,ENSG00000230809
6781,RP11-188P8.2,ENSG00000230818
6782,CTGLF10P,ENSG00000230869
6783,AC022387.1,ENSG00000230895
6784,RP11-34A14.3,ENSG00000230928
6785,RP11-113E21.1,ENSG00000230962
6786,RP11-107I14.5,ENSG00000230967
6787,RP11-14C22.3,ENSG00000230998
6788,AL022344.3,ENSG00000231009
6789,RP11-175O19.4,ENSG00000231025
6790,RP11-445P17.3,ENSG00000231039
6791,RP11-20E23.2,ENSG00000231060
6792,RP11-514F8.2,ENSG00000231082
6793,RP11-354M20.3,ENSG00000231104
6794,FAM25E,ENSG00000231122
6795,RP11-346D6.6,ENSG00000231131
6796,RP11-40C11.2,ENSG00000231132
6797,RP11-391M7.3,ENSG00000231138
6798,RP11-167O6.2,ENSG00000231148
6799,RP11-343J3.4,ENSG00000231152
6800,RP11-38L15.3,ENSG00000231187
6801,RP11-34D15.2,ENSG00000231188
6802,GLUDP6,ENSG00000231209
6803,AL133215.1,ENSG00000231215
6804,RP11-127L20.6,ENSG00000231233
6805,C1DP1,ENSG00000231245
6806,RP11-117P22.1,ENSG00000231298
6807,RP11-442O18.3,ENSG00000231308
6808,RP11-69C17.4,ENSG00000231326
6809,RP11-564C4.6,ENSG00000231345
6810,RP11-399N22.3,ENSG00000231366
6811,RP11-375N9.2,ENSG00000231398
6812,RP11-418N10.1,ENSG00000231399
6813,RP11-80K21.3,ENSG00000231422
6814,RP11-167P22.2,ENSG00000231471
6815,RP11-336A10.5,ENSG00000231483
6816,RP1-251M9.2,ENSG00000231496
6817,RP11-452K12.6,ENSG00000231508
6818,BX322613.1,ENSG00000231520
6819,RP11-275N1.2,ENSG00000231553
6820,RP11-399L7.3,ENSG00000231569
6821,RP11-162K11.4,ENSG00000231575
6822,RP11-50E11.2,ENSG00000231588
6823,RP11-164C1.2,ENSG00000231601
6824,AL138921.1,ENSG00000231644
6825,RP11-432J24.2,ENSG00000231705
6826,RP11-89K18.1,ENSG00000231743
6827,RP11-227H15.5,ENSG00000231748
6828,RP11-310E22.5,ENSG00000231829
6829,GLUDP5,ENSG00000231855
6830,RP11-541M12.3,ENSG00000231906
6831,RP11-48B24.2,ENSG00000231911
6832,RP11-565H13.2,ENSG00000231920
6833,RP11-157J13.1,ENSG00000231957
6834,RP11-67C2.2,ENSG00000231964
6835,RP11-452K12.7,ENSG00000231970
6836,RP13-16H11.1,ENSG00000231976
6837,RP11-402L1.1,ENSG00000232004
6838,RP11-111N20.3,ENSG00000232075
6839,RP11-33D13.2,ENSG00000232091
6840,AL022344.2,ENSG00000232109
6841,RP11-149I23.3,ENSG00000232110
6842,RP11-123G9.1,ENSG00000232115
6843,RP11-319I23.2,ENSG00000232139
6844,RP11-367H5.8,ENSG00000232142
6845,GS1-756B1.2,ENSG00000232170
6846,NCRNA00202,ENSG00000232224
6847,RP11-248C1.2,ENSG00000232229
6848,RP11-316M21.8,ENSG00000232230
6849,RP11-4C20.3,ENSG00000232259
6850,RP11-47G11.2,ENSG00000232334
6851,RP11-46O21.2,ENSG00000232342
6852,IL9RP2,ENSG00000232420
6853,RP11-508M1.7,ENSG00000232426
6854,RP11-487I5.4,ENSG00000232437
6855,CTSLL7,ENSG00000232438
6856,RP11-13E1.5,ENSG00000232462
6857,RP11-313D6.3,ENSG00000232470
6858,RP11-108B14.2,ENSG00000232497
6859,RP11-51B10.3,ENSG00000232525
6860,RP11-414H17.6,ENSG00000232547
6861,RP11-445N18.4,ENSG00000232554
6862,GLUDP8,ENSG00000232567
6863,RP5-1031D4.2,ENSG00000232591
6864,RP11-478H13.3,ENSG00000232624
6865,RP11-379F12.4,ENSG00000232638
6866,RP11-344N10.4,ENSG00000232646
6867,C10orf110,ENSG00000232656
6868,RP11-388P9.2,ENSG00000232682
6869,RP11-369F10.3,ENSG00000232704
6870,RP11-564C4.5,ENSG00000232706
6871,RP11-543N17.2,ENSG00000232709
6872,RP11-402N18.1,ENSG00000232728
6873,RP11-404C6.3,ENSG00000232734
6874,RP11-25G10.2,ENSG00000232739
6875,RP11-498B4.5,ENSG00000232767
6876,RP11-280G19.1,ENSG00000232805
6877,RP11-536K7.3,ENSG00000232807
6878,RP11-179H18.7,ENSG00000232823
6879,RP11-565H13.4,ENSG00000232853
6880,RP11-153G4.2,ENSG00000232875
6881,RP13-137A17.4,ENSG00000232903
6882,RP11-429H9.4,ENSG00000232913
6883,RP11-324O2.3,ENSG00000232934
6884,RP11-223P11.2,ENSG00000232935
6885,RP11-80H5.2,ENSG00000232936
6886,RP11-36D19.4,ENSG00000232950
6887,RP11-589B3.1,ENSG00000232965
6888,RP11-442O18.1,ENSG00000232985
6889,SLC9A3P1,ENSG00000233011
6890,RP11-490E15.2,ENSG00000233021
6891,RP11-398B16.2,ENSG00000233052
6892,RP11-432J9.4,ENSG00000233104
6893,RP11-67B16.1,ENSG00000233117
6894,CTAGE7,ENSG00000233122
6895,RPS27P18,ENSG00000233135
6896,RP11-537A6.9,ENSG00000233144
6897,RP11-259F16.3,ENSG00000233163
6898,RP11-96C23.8,ENSG00000233165
6899,RP11-179H18.2,ENSG00000233177
6900,RP11-122F14.2,ENSG00000233189
6901,RP11-460H18.2,ENSG00000233190
6902,RP11-404C6.5,ENSG00000233197
6903,RP11-324I22.2,ENSG00000233200
6904,RP11-445K13.2,ENSG00000233256
6905,RP11-219F10.1,ENSG00000233258
6906,C10orf50,ENSG00000233261
6907,RP11-341B24.3,ENSG00000233292
6908,HMGA1L5,ENSG00000233313
6909,RP11-573G6.2,ENSG00000233318
6910,RP11-500G10.4,ENSG00000233319
6911,RP11-482E14.1,ENSG00000233321
6912,RP11-464O2.2,ENSG00000233334
6913,RP11-25C19.3,ENSG00000233340
6914,ATP6V1G1P4,ENSG00000233343
6915,RP11-324O2.4,ENSG00000233346
6916,RP11-472N6.1,ENSG00000233353
6917,RP11-208C17.2,ENSG00000233377
6918,RP11-342D11.3,ENSG00000233387
6919,RP11-168P8.7,ENSG00000233395
6920,RP11-295J3.2,ENSG00000233409
6921,AGGF1P2,ENSG00000233435
6922,RP11-301N24.3,ENSG00000233451
6923,RP11-218D6.4,ENSG00000233472
6924,RP11-45P22.2,ENSG00000233477
6925,AL022344.4,ENSG00000233515
6926,RP11-73H14.1,ENSG00000233518
6927,RP11-322I2.2,ENSG00000233533
6928,RP11-57H14.2,ENSG00000233547
6929,RP11-153K11.3,ENSG00000233590
6930,RP11-80K21.1,ENSG00000233642
6931,RP11-491H19.1,ENSG00000233643
6932,RP11-523O18.5,ENSG00000233665
6933,RP11-108K14.7,ENSG00000233685
6934,RP11-483F11.5,ENSG00000233690
6935,RP11-20E23.1,ENSG00000233703
6936,RP11-252C24.2,ENSG00000233724
6937,AC010997.1,ENSG00000233745
6938,RP11-44D15.2,ENSG00000233789
6939,RP11-449J3.3,ENSG00000233805
6940,RP11-135A24.4,ENSG00000233825
6941,RP11-96F8.1,ENSG00000233832
6942,EIF3LP2,ENSG00000233837
6943,NHEDC1P1,ENSG00000233867
6944,RP11-126H7.3,ENSG00000233871
6945,RP11-76F14.1,ENSG00000233900
6946,RP11-344L13.2,ENSG00000233945
6947,RP11-354E11.2,ENSG00000233968
6948,RP11-401E9.3,ENSG00000233990
6949,RP11-295J3.3,ENSG00000234016
6950,RP11-214N15.5,ENSG00000234017
6951,RP11-310E22.4,ENSG00000234026
6952,RP11-56M3.1,ENSG00000234043
6953,RP11-353M9.1,ENSG00000234091
6954,RP11-153K11.6,ENSG00000234102
6955,RP11-379D21.3,ENSG00000234109
6956,RPL13AP6,ENSG00000234118
6957,RP11-383C5.5,ENSG00000234134
6958,RP11-77G23.2,ENSG00000234149
6959,RP11-479G22.6,ENSG00000234163
6960,RP11-198D23.2,ENSG00000234167
6961,RP11-446F3.2,ENSG00000234170
6962,RP11-257I14.1,ENSG00000234173
6963,RP11-730A19.9,ENSG00000234175
6964,RP11-118K6.2,ENSG00000234182
6965,RP11-57C13.5,ENSG00000234192
6966,RP11-25C19.1,ENSG00000234221
6967,RP11-139J15.5,ENSG00000234244
6968,RP11-799O21.2,ENSG00000234248
6969,RP11-399O19.6,ENSG00000234256
6970,RP13-16H11.7,ENSG00000234296
6971,RP11-271F18.1,ENSG00000234306
6972,RP11-36N22.1,ENSG00000234309
6973,RP11-432J24.3,ENSG00000234311
6974,RP11-40F6.3,ENSG00000234319
6975,RP11-241I20.3,ENSG00000234335
6976,RP11-444I9.2,ENSG00000234369
6977,RP11-40F6.1,ENSG00000234382
6978,RP11-211N11.5,ENSG00000234393
6979,AL590623.1,ENSG00000234412
6980,ZNF37B,ENSG00000234420
6981,RP11-234G16.2,ENSG00000234440
6982,RP11-168O10.6,ENSG00000234452
6983,RP11-501J20.2,ENSG00000234474
6984,ATQL4,ENSG00000234489
6985,RP11-285G1.2,ENSG00000234504
6986,RP11-572P18.2,ENSG00000234522
6987,RP11-288G11.3,ENSG00000234531
6988,RP11-453N3.2,ENSG00000234541
6989,RP11-282I1.2,ENSG00000234542
6990,RP11-468L18.1,ENSG00000234544
6991,RP11-311B18.1,ENSG00000234556
6992,RP11-179H18.4,ENSG00000234569
6993,RP11-733D4.1,ENSG00000234580
6994,RP11-175I17.2,ENSG00000234596
6995,RP11-464F9.19,ENSG00000234606
6996,H2AFZP5,ENSG00000234612
6997,AL162407.1,ENSG00000234631
6998,RP11-9E13.2,ENSG00000234635
6999,RP11-264E18.1,ENSG00000234640
7000,RP11-285A18.2,ENSG00000234677
7001,RP11-225H22.4,ENSG00000234699
7002,RP11-391J2.1,ENSG00000234724
7003,RP11-507P23.3,ENSG00000234736
7004,RP11-36D19.5,ENSG00000234743
7005,RP11-428L9.1,ENSG00000234752
7006,RP11-120C12.3,ENSG00000234756
7007,AL391992.1,ENSG00000234778
7008,RP13-16H11.6,ENSG00000234788
7009,RP11-9E13.4,ENSG00000234806
7010,RP11-241I20.5,ENSG00000234811
7011,RP11-288D15.1,ENSG00000234813
7012,RP11-14C22.4,ENSG00000234814
7013,RP11-453E2.2,ENSG00000234855
7014,AL022344.5,ENSG00000234864
7015,RP11-20F24.2,ENSG00000234918
7016,RP11-510K18.1,ENSG00000234931
7017,RP11-508N22.11,ENSG00000234941
7018,RP11-93H12.2,ENSG00000234942
7019,RP11-124O11.1,ENSG00000234944
7020,RP11-328K15.1,ENSG00000234952
7021,RP11-124N14.3,ENSG00000234961
7022,RP11-69C17.1,ENSG00000234962
7023,RP11-272J7.4,ENSG00000234973
7024,RP11-432I13.3,ENSG00000234993
7025,RP11-140A10.3,ENSG00000235010
7026,RP11-109I13.2,ENSG00000235020
7027,RP11-80H5.4,ENSG00000235100
7028,RP11-241I20.4,ENSG00000235113
7029,RP11-135D11.2,ENSG00000235140
7030,RP5-1092K5.2,ENSG00000235141
7031,RP11-186O14.4,ENSG00000235150
7032,RP11-398C13.4,ENSG00000235177
7033,RP11-422P15.3,ENSG00000235180
7034,ZNF33CP,ENSG00000235197
7035,CTA-109P11.1,ENSG00000235198
7036,RP11-400G3.2,ENSG00000235199
7037,RP11-429A24.4,ENSG00000235229
7038,RP11-122K13.12,ENSG00000235245
7039,RP13-439H18.7,ENSG00000235264
7040,RP11-753C18.8,ENSG00000235266
7041,RP11-539E19.2,ENSG00000235279
7042,RP11-526P5.2,ENSG00000235281
7043,RP11-574K11.20,ENSG00000235316
7044,RP11-80H5.8,ENSG00000235344
7045,RP11-428G2.1,ENSG00000235356
7046,RP11-332O19.5,ENSG00000235376
7047,RP11-397C18.2,ENSG00000235410
7048,RP11-342M3.5,ENSG00000235426
7049,RP11-135D11.3,ENSG00000235469
7050,RP11-225H22.5,ENSG00000235470
7051,RP11-386C23.1,ENSG00000235489
7052,RP11-343J3.5,ENSG00000235524
7053,RP11-324H6.5,ENSG00000235618
7054,RP11-2K17.5,ENSG00000235623
7055,RP11-457D2.3,ENSG00000235637
7056,RP11-242G20.1,ENSG00000235645
7057,RP11-34E5.2,ENSG00000235677
7058,RP11-449I17.9,ENSG00000235679
7059,RP11-20F24.4,ENSG00000235687
7060,RP11-445N18.6,ENSG00000235690
7061,RP11-342M3.2,ENSG00000235705
7062,RP11-5G18.2,ENSG00000235742
7063,RP11-119K6.4,ENSG00000235746
7064,RP11-730A19.4,ENSG00000235763
7065,RP11-343J3.6,ENSG00000235803
7066,RP11-550A9.1,ENSG00000235810
7067,RP11-351O1.2,ENSG00000235816
7068,C10orf75,ENSG00000235823
7069,RP11-478H13.2,ENSG00000235824
7070,RP5-1051H14.1,ENSG00000235838
7071,RP13-16H11.5,ENSG00000235843
7072,RP11-36D19.8,ENSG00000235858
7073,RP11-525A16.1,ENSG00000235874
7074,RP11-479O17.8,ENSG00000235924
7075,C10orf40,ENSG00000235931
7076,RP11-123B3.2,ENSG00000235939
7077,RP11-56H7.3,ENSG00000235940
7078,XX-2136C48.6,ENSG00000235950
7079,RP11-462L8.2,ENSG00000235962
7080,FXYD6P2,ENSG00000235964
7081,RP11-78C6.1,ENSG00000236043
7082,RP11-215A21.2,ENSG00000236058
7083,AL450342.2,ENSG00000236074
7084,RP11-517P14.7,ENSG00000236114
7085,RP11-343J3.2,ENSG00000236154
7086,RP11-501J20.3,ENSG00000236171
7087,RP11-14C22.5,ENSG00000236181
7088,RP11-255M1.1,ENSG00000236208
7089,C1DP2,ENSG00000236217
7090,RP11-540N6.1,ENSG00000236303
7091,RP11-316M21.7,ENSG00000236308
7092,RP11-508N22.10,ENSG00000236309
7093,TLX1NB,ENSG00000236311
7094,RP11-20F24.6,ENSG00000236313
7095,RP11-574K11.16,ENSG00000236370
7096,RP11-15K3.1,ENSG00000236373
7097,RP11-474D14.3,ENSG00000236375
7098,CTSLL1,ENSG00000236417
7099,RP11-33K5.1,ENSG00000236420
7100,RP11-79M19.2,ENSG00000236426
7101,RP11-445N18.8,ENSG00000236442
7102,XX-2136C48.4,ENSG00000236462
7103,RP11-443A13.2,ENSG00000236467
7104,EIF2S2P3,ENSG00000236493
7105,RP11-7C6.1,ENSG00000236495
7106,RP11-162G10.5,ENSG00000236514
7107,RPL13AP5,ENSG00000236552
7108,RP11-443O13.3,ENSG00000236556
7109,RP11-390B4.4,ENSG00000236582
7110,RP11-93H12.3,ENSG00000236606
7111,BX322613.3,ENSG00000236623
7112,RP11-92J19.1,ENSG00000236626
7113,RP11-108L7.4,ENSG00000236662
7114,RP11-573I11.2,ENSG00000236671
7115,RP11-478H13.1,ENSG00000236716
7116,RP11-168O22.1,ENSG00000236744
7117,C10orf103,ENSG00000236756
7118,RP11-159H3.1,ENSG00000236762
7119,RP11-168P8.5,ENSG00000236769
7120,RP11-108B14.1,ENSG00000236777
7121,RP11-592B15.6,ENSG00000236787
7122,SPA17P1,ENSG00000236797
7123,RP11-383C6.2,ENSG00000236799
7124,RP11-534L6.2,ENSG00000236800
7125,RP11-379D21.2,ENSG00000236818
7126,RP11-399K21.10,ENSG00000236842
7127,RP11-291L22.3,ENSG00000236855
7128,RP11-482E14.2,ENSG00000236892
7129,RP11-128B16.3,ENSG00000236894
7130,RP11-506B4.2,ENSG00000236900
7131,RP11-753C18.7,ENSG00000236937
7132,RP11-96B5.2,ENSG00000236944
7133,RP11-264A11.1,ENSG00000236958
7134,RP11-265G8.3,ENSG00000236960
7135,RP11-298E9.5,ENSG00000236968
7136,C10orf52,ENSG00000236983
7137,RP11-433J20.1,ENSG00000236990
7138,RP11-383C5.7,ENSG00000236991
7139,GAPDHP21,ENSG00000236993
7140,RP11-92J19.3,ENSG00000237002
7141,RP11-398C13.2,ENSG00000237032
7142,RP11-192P3.1,ENSG00000237036
7143,RP11-432J9.3,ENSG00000237047
7144,RP11-351M16.3,ENSG00000237128
7145,AL157893.1,ENSG00000237134
7146,RP11-330O11.2,ENSG00000237135
7147,RP11-137L10.5,ENSG00000237139
7148,RP11-57G10.6,ENSG00000237141
7149,C10orf41,ENSG00000237149
7150,RP11-452K12.3,ENSG00000237169
7151,RP11-425M17.3,ENSG00000237205
7152,RP11-109A6.2,ENSG00000237224
7153,RP11-809M12.1,ENSG00000237233
7154,RP11-563N6.4,ENSG00000237241
7155,RP11-402N18.2,ENSG00000237242
7156,RP11-181F12.1,ENSG00000237267
7157,RP11-96C23.9,ENSG00000237280
7158,RP11-631M21.6,ENSG00000237297
7159,RP11-500G10.6,ENSG00000237364
7160,RP11-402L1.4,ENSG00000237389
7161,SLC9A3P4,ENSG00000237393
7162,RP11-298E9.3,ENSG00000237399
7163,RP11-280G19.2,ENSG00000237417
7164,RP11-271M1.2,ENSG00000237470
7165,RP11-500G10.1,ENSG00000237489
7166,RP11-526P5.1,ENSG00000237500
7167,RP11-790G19.2,ENSG00000237512
7168,RP11-40F6.2,ENSG00000237523
7169,RP11-730A19.7,ENSG00000237540
7170,RP11-324L3.1,ENSG00000237579
7171,RP11-20J15.2,ENSG00000237590
7172,AL031601.2,ENSG00000237592
7173,RP11-381K7.2,ENSG00000237618
7174,XX-2136C48.8,ENSG00000237635
7175,RP11-525A16.3,ENSG00000237642
7176,RP11-118H17.1,ENSG00000237675
7177,RP11-157H10.4,ENSG00000237740
7178,RP11-351M16.2,ENSG00000237746
7179,RP11-127O4.2,ENSG00000237761
7180,RP11-344N10.2,ENSG00000237768
7181,RP11-472N13.3,ENSG00000237797
7182,RP11-332O19.2,ENSG00000237827
7183,RP11-499O7.4,ENSG00000237831
7184,RP11-358L16.4,ENSG00000237840
7185,RP11-298J20.1,ENSG00000237866
7186,PPIAP13,ENSG00000237882
7187,RP11-208C17.4,ENSG00000237885
7188,FTLP19,ENSG00000237913
7189,RP11-224P11.1,ENSG00000237936
7190,RP11-5N23.2,ENSG00000237943
7191,RP11-456A18.1,ENSG00000237949
7192,RP11-748L13.4,ENSG00000237956
7193,RP11-20F24.5,ENSG00000237970
7194,RP1-33E13.1,ENSG00000237986
7195,RP11-258A12.3,ENSG00000237996
7196,RP11-432J9.5,ENSG00000237998
7197,RP11-748L13.1,ENSG00000238021
7198,PRINS,ENSG00000238115
7199,RP11-322I2.1,ENSG00000238176
7200,RP11-167P22.5,ENSG00000238215
7201,RP11-575A19.2,ENSG00000238246
7202,RP11-342D11.2,ENSG00000238258
7203,RP11-402L1.12,ENSG00000238263
7204,RP11-799O21.1,ENSG00000238266
7205,RP11-245J24.1,ENSG00000238276
7206,RP11-436D10.3,ENSG00000238280
7207,RP11-94M14.3,ENSG00000238291
7208,snoU13,ENSG00000238355
7209,Y_RNA,ENSG00000238366
7210,U7,ENSG00000238380
7211,5S_rRNA,ENSG00000238405
7212,snoU13,ENSG00000238414
7213,U7,ENSG00000238446
7214,AC091487.1,ENSG00000238469
7215,snoU13,ENSG00000238472
7216,snoU13,ENSG00000238515
7217,U7,ENSG00000238523
7218,snoU13,ENSG00000238552
7219,snoU13,ENSG00000238577
7220,snoU13,ENSG00000238588
7221,snoU13,ENSG00000238620
7222,snR39B,ENSG00000238707
7223,snoU13,ENSG00000238732
7224,hsa-mir-2110,ENSG00000238742
7225,AL513185.1,ENSG00000238766
7226,AL732479.1,ENSG00000238803
7227,U8,ENSG00000238840
7228,snoU13,ENSG00000238900
7229,snoU13,ENSG00000238918
7230,U7,ENSG00000238924
7231,AL512640.1,ENSG00000238957
7232,snoU13,ENSG00000238970
7233,snoU13,ENSG00000238983
7234,snoU13,ENSG00000238991
7235,snoU13,ENSG00000239000
7236,snoU13,ENSG00000239091
7237,snoU13,ENSG00000239125
7238,snoU13,ENSG00000239130
7239,U8,ENSG00000239142
7240,U8,ENSG00000239148
7241,5S_rRNA,ENSG00000239152
7242,FAM25HP,ENSG00000239492
7243,RP11-265G8.1,ENSG00000239539
7244,AL161651.2,ENSG00000239625
7245,AC073366.1,ENSG00000239647
7246,AL353147.2,ENSG00000239654
7247,RP11-295P9.3,ENSG00000239665
7248,RP11-459F3.6,ENSG00000239666
7249,AL161932.2,ENSG00000239731
7250,AL590068.1,ENSG00000239744
7251,RP11-324H6.7,ENSG00000239769
7252,AL603831.1,ENSG00000239822
7253,RP11-175I17.4,ENSG00000239883
7254,AL450311.9,ENSG00000239913
7255,AL356608.1,ENSG00000239942
7256,AL450311.4,ENSG00000240059
7257,BMS1P3,ENSG00000240089
7258,RP11-318E3.4,ENSG00000240180
7259,RP11-499P20.2,ENSG00000240291
7260,AL356056.1,ENSG00000240318
7261,AL158165.1,ENSG00000240407
7262,AL672187.4,ENSG00000240413
7263,AL590730.2,ENSG00000240464
7264,RP11-96C23.7,ENSG00000240475
7265,RP11-429G19.3,ENSG00000240527
7266,AL365356.1,ENSG00000240577
7267,AL359385.2,ENSG00000240598
7268,AC005879.1,ENSG00000240636
7269,RP11-564C4.7,ENSG00000240660
7270,RP13-137A17.6,ENSG00000240707
7271,RP11-20F24.3,ENSG00000240800
7272,RP11-119K6.5,ENSG00000240829
7273,AC024597.1,ENSG00000240940
7274,RP11-80H5.7,ENSG00000240996
7275,NSUN6,ENSG00000241058
7276,RP11-455B2.7,ENSG00000241107
7277,AL359074.1,ENSG00000241117
7278,RP11-508N22.9,ENSG00000241125
7279,AL359385.1,ENSG00000241138
7280,AL441886.2,ENSG00000241192
7281,AL355598.1,ENSG00000241212
7282,AL136982.2,ENSG00000241301
7283,RP11-342M3.1,ENSG00000241317
7284,RP11-342C24.1,ENSG00000241338
7285,AL359747.1,ENSG00000241373
7286,XX-2136C48.2,ENSG00000241576
7287,RP11-523O18.7,ENSG00000241577
7288,AC074322.3,ENSG00000241586
7289,RP11-449I17.3,ENSG00000241621
7290,AC022016.2,ENSG00000241664
7291,AL133387.2,ENSG00000241691
7292,RP11-76P2.2,ENSG00000241714
7293,AL390766.1,ENSG00000241716
7294,DHDPSL,ENSG00000241935
7295,AL512654.1,ENSG00000241953
7296,AL355303.2,ENSG00000242003
7297,AC016542.1,ENSG00000242089
